time,roll,pitch,yaw
11.520000,90.000000,-59.346461,-0.000000
11.540000,90.000000,-59.316664,-0.000000
11.560000,90.000000,-59.287921,-0.000000
11.580000,90.000000,-59.260250,-0.000000
11.600000,90.000000,-59.233664,-0.000000
11.620000,90.000000,-59.208175,-0.000000
11.640000,90.000000,-59.183794,-0.000000
11.660000,90.000000,-59.160527,-0.000000
11.680000,90.000000,-59.138380,-0.000000
11.700000,90.000000,-59.117356,-0.000000
11.720000,90.000000,-59.097456,-0.000000
11.740000,90.000000,-59.078679,-0.000000
11.760000,90.000000,-59.061020,-0.000000
11.780000,90.000000,-59.044475,-0.000000
11.800000,90.000000,-59.029035,-0.000000
11.820000,90.000000,-59.014690,-0.000000
11.840000,90.000000,-59.001429,-0.000000
11.860000,90.000000,-58.989235,-0.000000
11.880000,90.000000,-58.978095,-0.000000
11.900000,90.000000,-58.967988,-0.000000
11.920000,90.000000,-58.958895,-0.000000
11.940000,90.000000,-58.950793,-0.000000
11.960000,90.000000,-58.943659,-0.000000
11.980000,90.000000,-58.937466,-0.000000
12.000000,90.000000,-58.932186,-0.000000
12.020000,90.000000,-58.927790,-0.000000
12.040000,90.000000,-58.924248,-0.000000
12.060000,90.000000,-58.921526,-0.000000
12.080000,90.000000,-58.919591,-0.000000
12.100000,90.000000,-58.918406,-0.000000
12.120000,90.000000,-58.917936,-0.000000
12.140000,90.000000,-58.918141,-0.000000
12.160000,90.000000,-58.918983,-0.000000
12.180000,90.000000,-58.920420,-0.000000
12.200000,90.000000,-58.922413,-0.000000
12.220000,90.000000,-58.924917,-0.000000
12.240000,90.000000,-58.927891,-0.000000
